name,sa2_name,postcode
Malanagnee H24 Bushland Reserve,Glenelg (Vic.),3292.0
Warrandyte - Kinglake Nature Conservation Reserve,Panton Hill - St Andrews,3099.0
Blond Bay Wildlife Reserve (hunting),Paynesville,3875.0
Wilkin Flora and Fauna Reserve,Glenelg (Vic.),3292.0
Moss Tank Flora and Fauna Reserve,Swan Hill Surrounds,3544.0
Maribyrnong Valley Parklands,Keilor,
Narraport Bushland Reserve,Buloke,3393.0
Yarra Valley Parklands,Viewbank - Yallambie,3084.0
Coalville G218 Bushland Reserve,Trafalgar (Vic.),3824.0
Nintingbool Bushland Reserve,Golden Plains - North,3360.0
Wathe Flora and Fauna Reserve,Yarriambiack,3385.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Bendigo Regional Park,Maiden Gully,
Murray - Sunset National Park,Mildura Surrounds,3489.0
Corack East I138 Bushland Reserve,Buloke,3393.0
Mullum Mullum Park,Ringwood North,3114.0
Walpeup Flora and Fauna Reserve,Mildura Surrounds,3489.0
Boort Common,Loddon,3463.0
Ridds Bushland Reserve,Stawell,3374.0
Kangerong Nature Conservation Reserve,Flinders,3916.0
Bailieston Historic & Cultural Features Res.,Nagambie,3607.0
Woori Yallock Creek Nature Conservation Reserve,Monbulk - Silvan,
Brisbane Ranges National Park,Golden Plains - South,3328.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Joel South Natural Features Reserve,Stawell,3374.0
Woorragee I20 Bushland Reserve,Beechworth,3747.0
Leitpar Bushland Reserve,Mildura Surrounds,3489.0
Joel Joel Nature Conservation Reserve,Stawell,3374.0
Great Otway National Park,Otway,3233.0
Ben Major Nature Reserve,Beaufort,3468.0
Wildcat Hill Bushland Reserve,Stawell,3374.0
Budj Bim National Park,Moyne - West,3275.0
Great Otway National Park,Otway,3233.0
Julians Bushland Reserve,Yarriambiack,3385.0
Grants Bushland Reserve,Swan Hill Surrounds,3544.0
John Smith Memorial Flora Reserve,Horsham Surrounds,
Hunts Bushland Reserve,Stawell,3374.0
Cocamba Flora and Fauna Reserve,Swan Hill Surrounds,3544.0
Borung I119 Bushland Reserve,Loddon,3463.0
Dabyminga Creek Bushland Reserve,Kilmore - Broadford,
Lower Maribyrnong Parklands,Avondale Heights,3034.0
Mount Porepunkah Scenic Reserve,Bright - Mount Beauty,3697.0
Yangardook Bushland Reserve,Kurunjang - Toolern Vale,
Great Otway National Park,Colac Surrounds,3241.0
Bontherambo H119 Bushland Reserve,Wangaratta Surrounds,3677.0
Kiata Flora and Fauna Reserve,Nhill Region,3414.0
Daytrap Bushland Reserve,Swan Hill Surrounds,3544.0
Karween Bushland Reserve,Mildura Surrounds,3489.0
Silver Lake Wildlife Reserve (hunting),West Wimmera,3318.0
Hepburn Regional Park,Daylesford,3363.0
Great Otway National Park,Corangamite - South,3260.0
Sydney Flat Bushland Reserve,Bendigo Surrounds - North,3556.0
Lake Clarke Wildlife Reserve (hunting),Horsham Surrounds,
Murrayville Bushland Reserve,Mildura Surrounds,3489.0
Wattle Point Gippsland Lakes Reserve,Paynesville,3875.0
Walpeup Flora and Fauna Reserve,Mildura Surrounds,3489.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
"Andersons Mill, Smeaton Historic Reserve",Creswick - Clunes,
Ellesmere Bushland Reserve,Bendigo Surrounds - North,3556.0
Terrick Terrick National Park,Lockington - Gunbower,3562.0
Cann River Bushland Reserve,Orbost,3885.0
Gunyah Rainforest Scenic Reserve,Foster,3957.0
Mount Piper Nature Conservation Reserve,Kilmore - Broadford,
Morley Swamp Gippsland Lakes Reserve,Longford - Loch Sport,3852.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
White Hills Chinese Diggings Historic & Cultural Features Res.,East Bendigo - Kennington,
St Arnaud Regional Park,St Arnaud,3465.0
River Murray Reserve,Swan Hill Surrounds,3544.0
North Western Port Nature Conservation Reserve,Pearcedale - Tooradin,3980.0
Bryan Swamp Wildlife Reserve (hunting),Southern Grampians,3294.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Lonsdale Nature Conservation Reserve,Stawell,3374.0
Greater Bendigo National Park,Flora Hill - Spring Gully,
Powers Lookout Scenic Reserve,Wangaratta Surrounds,3677.0
Gherang Gherang Bushland Reserve,Winchelsea,3240.0
Lake Werowrap Lake Reserve,Colac Surrounds,3241.0
Toltol I40 Bushland Reserve,Swan Hill Surrounds,3544.0
Murrayville Flora Reserve,Mildura Surrounds,3489.0
Greater Bendigo National Park,Bendigo Surrounds - South,
Rheola Hill Historic & Cultural Features Res.,Loddon,3463.0
Won Wron H22 Bushland Reserve,Yarram,3844.0
You Yangs Regional Park,Lara,3212.0
Dooen Swamp Bushland Reserve,Horsham Surrounds,
Broken River K25 Streamside Reserve,Benalla,3672.0
Tallageira Bushland Reserve,West Wimmera,3318.0
Tutye Bushland Reserve,Mildura Surrounds,3489.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Bendigo Regional Park,Flora Hill - Spring Gully,
Avoca Bushland Reserve,Avoca,3467.0
Sassafras Creek Nature Conservation Reserve,Mount Dandenong - Olinda,3154.0
Johanna Falls Scenic Reserve,Otway,3233.0
Kurth Kiln Regional Park,Yarra Valley,3139.0
Werribee River Streamside Reserve,Rockbank - Mount Cottrell,
Swanwater Bushland Reserve,St Arnaud,3465.0
Yarra Bend Park,Clifton Hill - Alphington,3066.0
Wilsons Promontory National Park,Foster,3957.0
Lake Lawloit Wildlife Reserve (hunting),Nhill Region,3414.0
Blue Hills Bushland Reserve,Castlemaine Surrounds,3364.0
Goschen Bushland Reserve,Swan Hill Surrounds,3544.0
Bendigo Regional Park,California Gully - Eaglehawk,
Mysia Nature Conservation Reserve,Loddon,3463.0
Yarragon Bushland Reserve,Trafalgar (Vic.),3824.0
Lauriston Bushland Reserve,Kyneton,3446.0
Turnip Creek Bushland Reserve,Euroa,
Leah Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Wonthaggi Railway Historic Reserve,Wonthaggi - Inverloch,3925.0
Dingee Bushland Reserve,Loddon,3463.0
Kinglake National Park,Panton Hill - St Andrews,3099.0
Bael Bael Grassland N.C.R. (addition) Nature Conservation Reserve,Gannawarra,3527.0
Bald Hills Bushland Reserve,Flinders,3916.0
"Andersons Mill, Smeaton Historic Reserve",Creswick - Clunes,
River Murray Reserve,Robinvale,
Lake Murphy Wildlife Reserve (hunting),Gannawarra,3527.0
Kennet River Coastal Reserve,Otway,3233.0
Timboram West Tank Bushland Reserve,Swan Hill Surrounds,3544.0
Masons Bushland Reserve,Ararat Surrounds,3373.0
Glenlee Flora and Fauna Reserve,Nhill Region,3414.0
Great Otway National Park,Otway,3233.0
Mount Meg Nature Conservation Reserve,Benalla Surrounds,3670.0
Warrenmang Bushland Reserve,Avoca,3467.0
Rushworth - Colbinabbin rail line Bushland Reserve,Rushworth,3523.0
Port Campbell National Park,Moyne - East,3265.0
Barnawartha South I16 Bushland Reserve,West Wodonga,
Yellingbo Nature Conservation Area,Monbulk - Silvan,
Boort Bushland Reserve,Loddon,3463.0
Proposed Murray River Park (part 2) COM,Cobram,
Chiltern-Mt Pilot National Park,Chiltern - Indigo Valley,3683.0
Melbourne Strategic Assessment Reserve,Werribee - West,3211.0
Redcastle Bushland Reserve,Heathcote,
Cullens Lake Wildlife Reserve (hunting),Gannawarra,3527.0
"Lakes Turangmoroke, Yuangmania and Gunjal Wildlife Reserve (hunting)",Ararat Surrounds,3373.0
Beechworth Bushland Reserve,Beechworth,3747.0
Stuart Mill Nature Conservation Reserve,St Arnaud,3465.0
Retreat Creek Streamside Reserve,Winchelsea,3240.0
Murroon Bushland Reserve,Colac Surrounds,3241.0
Yellingbo Nature Conservation Area - LR,Yarra Valley,3139.0
Point Fullarton Gippsland Lakes Reserve,Paynesville,3875.0
Elmore-Cohuna rail line Bushland Reserve,Bendigo Surrounds - North,3556.0
Drakes Bushland Reserve,Clifton Springs,
Lonsdale Nature Conservation Reserve,Stawell,3374.0
Bendigo Regional Park,White Hills - Ascot,3550.0
Ravenswood Bushland Reserve,Bendigo Surrounds - South,
Sorrensens Bushland Reserve,Maryborough Surrounds,3370.0
Meringur Flora and Fauna Reserve,Mildura Surrounds,3489.0
Company Dam Bushland Reserve,Swan Hill Surrounds,3544.0
Lake Lawloit Wildlife Reserve (hunting),Nhill Region,3414.0
Jilpanger Nature Conservation Reserve,West Wimmera,3318.0
Logan Streamside Reserve,Loddon,3463.0
Rosebud Recreation and Bushland Reserve,Rosebud - McCrae,3938.0
Tallageira Nature Conservation Reserve,West Wimmera,3318.0
Meerlieu I15 Bushland Reserve,Longford - Loch Sport,3852.0
Steiglitz Historic Park,Golden Plains - South,3328.0
Black Dog Creek Natural Features Reserve,Chiltern - Indigo Valley,3683.0
Wonthaggi G245 Bushland Reserve,Wonthaggi - Inverloch,3925.0
Dropmore G45 Bushland Reserve,Yea,3660.0
River Murray Reserve,Towong,3700.0
Broken-Boosey State Park,Moira,3649.0
French Island Barge Landing (Saltmine Point),French Island,3921.0
Labertouche Cave Geological Reserve,Mount Baw Baw Region,3831.0
Western Port Coastal Reserve (COM),Pearcedale - Tooradin,3980.0
Mirboo North Regional Park,Leongatha,3823.0
Euroa I51 Bushland Reserve,Euroa,
Plumptons Wildlife Reserve (hunting),Kerang,3579.0
Port Campbell National Park,Corangamite - South,3260.0
Warrandyte - Kinglake Nature Conservation Reserve,Panton Hill - St Andrews,3099.0
Shingle Hut Swamp Bushland Reserve,Nhill Region,3414.0
Timberoo Flora and Fauna Reserve,Mildura Surrounds,3489.0
Caralulup Nature Conservation Reserve,Maryborough Surrounds,3370.0
"Trestle Bridge, Cudgewa Ck Historic Reserve",Towong,3700.0
Ecologically Managed Minor Area Park,Gannawarra,3527.0
Paignie I23 Bushland Reserve,Mildura Surrounds,3489.0
Aireys Inlet Bushland Reserve,Lorne - Anglesea,3230.0
Boulka I96 Bushland Reserve,Mildura Surrounds,3489.0
Dering Flora and Fauna Reserve,Mildura Surrounds,3489.0
Gippsland Lakes Coastal Park,Longford - Loch Sport,3852.0
Mildura I220A Bushland Reserve,Mildura - South,3500.0
Bendigo Regional Park,Maiden Gully,
Churchill Crossing Bushland Reserve,Stawell,3374.0
Bonegilla Wetland Bushland Reserve,Baranduda - Leneva,
Werribee South Jetty,Werribee - South,
Bendigo Regional Park,Bendigo Surrounds - South,
Blood Paddock Nature Conservation Reserve,Hamilton (Vic.),
"Monbulk Creek, Belgrave Heights Streamside Reserve",Belgrave - Selby,
Karawinna Bushland Reserve,Mildura Surrounds,3489.0
Lake Kariah Lake Reserve,Corangamite - North,3251.0
Caniambo Bushland Reserve,Shepparton Surrounds - East,3633.0
Holey Plains State Park,Longford - Loch Sport,3852.0
Chiltern-Mt Pilot National Park,Chiltern - Indigo Valley,3683.0
Otway Forest Park,Otway,3233.0
Lake Bolac Lake Reserve,Ararat Surrounds,3373.0
Box Flat Bushland Reserve,Swan Hill Surrounds,3544.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Brisbane Ranges National Park,Bacchus Marsh Surrounds,
Towan Bushland Reserve,Swan Hill Surrounds,3544.0
Canadian Gully Bushland Reserve,Stawell,3374.0
Dunolly Bushland Reserve,Maryborough Surrounds,3370.0
Bontherambo H112 Bushland Reserve,Wangaratta Surrounds,3677.0
Majorca Racecourse Bushland Reserve,Maryborough Surrounds,3370.0
Lampard Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Dergholm State Park,Glenelg (Vic.),3292.0
Murray - Sunset National Park,Mildura Surrounds,3489.0
Dulapwhang Waterholes Streamside Reserve,Avoca,3467.0
Sale Common Nature Conservation Reserve,Longford - Loch Sport,3852.0
Cannie Nature Conservation Reserve,Gannawarra,3527.0
Castlemaine Diggings National Heritage Park,Castlemaine Surrounds,3364.0
River Murray Reserve,Mildura Surrounds,3489.0
Seven Creeks Streamside Reserve,Euroa,
Myamyn Bushland Reserve,Glenelg (Vic.),3292.0
Whroo Nature Conservation Reserve,Rushworth,3523.0
Port Campbell Recreation and Camping Reserve,Corangamite - South,3260.0
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Sheep Station Creek Nature Conservation Area,Yarra Valley,3139.0
Watsons Hill Bushland Reserve,Golden Plains - North,3360.0
Redcastle Bushland Reserve,Heathcote,
Noojee Bushland Reserve,Mount Baw Baw Region,3831.0
Kangderaar I107 Bushland Reserve,Loddon,3463.0
Wangie Bushland Reserve,Buloke,3393.0
Culgoa Natural Features Reserve,Buloke,3393.0
Nagwarry H17 Bushland Reserve,Glenelg (Vic.),3292.0
River Murray Reserve,Swan Hill Surrounds,3544.0
Peechelba - Wangaratta rail line Bushland Reserve,Wangaratta Surrounds,3677.0
Deep Lead Nature Conservation Reserve (No. 2),Stawell,3374.0
Great Otway National Park,Otway,3233.0
Woolenook I10 Bushland Reserve,Maffra,3825.0
Nell Gwynne Reef Headframe Site Historic Reserve,Kangaroo Flat - Golden Square,3555.0
Hepburn Regional Park,Daylesford,3363.0
Drumdlemara H8 Bushland Reserve,Foster,3957.0
Queenstown G57 Bushland Reserve,Panton Hill - St Andrews,3099.0
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Maribyrnong Valley Parklands,Keilor Downs,
Moranding I100 Bushland Reserve,Seymour Surrounds,3444.0
Guildford I132 Bushland Reserve,Castlemaine,3450.0
Dookie - Katamatite rail line Bushland Reserve,Moira,3649.0
Tarrayoukyan Bushland Reserve,Southern Grampians,3294.0
Gampola I55 Bushland Reserve,Stawell,3374.0
Pyramid Creek Nature Conservation Reserve,Kerang,3579.0
Murrayville Flora Reserve,Mildura Surrounds,3489.0
Numurkah Natural Features Reserve,Numurkah,3635.0
Murray - Sunset National Park,Mildura Surrounds,3489.0
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Phillip Island Nature Park,Phillip Island,3922.0
Boonoonar Bushland Reserve,Mildura Surrounds,3489.0
Pretty Hill Flora Reserve,Moyne - West,3275.0
Lilydale-Warburton Rail Trail,Yarra Valley,3139.0
Vite Vite Streamside Reserve,Corangamite - North,3251.0
Avoca Bushland Reserve,Avoca,3467.0
Moliagul I99 Bushland Reserve,Maryborough Surrounds,3370.0
Jilpanger Nature Conservation Reserve,West Wimmera,3318.0
Ben Major Nature Reserve,Beaufort,3468.0
Great Otway National Park,Colac Surrounds,3241.0
Brisbane Ranges National Park,Lara,3212.0
Youarang Natural Features Reserve,Moira,3649.0
Terrick Terrick North Bushland Reserve,Loddon,3463.0
J.J. Kingston Wildflower Sanctuary Flora Reserve,Stawell,3374.0
Marlo Coastal Reserve,Orbost,3885.0
Avon Wilderness Park,Alps - West,3723.0
Yarra Valley Parklands,Viewbank - Yallambie,3084.0
Terrappee Nature Conservation Reserve,Loddon,3463.0
Cooriemungle Creek Flora Reserve,Corangamite - South,3260.0
Jeeralang North Education Area,Churchill,3842.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Great Otway National Park,Otway,3233.0
Black Swamp Nature Conservation Reserve,Wangaratta Surrounds,3677.0
Amphitheatre Creek Bushland Reserve,Avoca,3467.0
Lloyds whip shaft Historic & Cultural Features Res.,St Arnaud,3465.0
Gresswell Hill Nature Conservation Reserve,Kingsbury,3085.0
Morkalla - Red Cliffs Railway Bushland Reserve,Mildura Surrounds,3489.0
Plenty Gorge Bushland Reserve,South Morang - South,3752.0
Tourello Streamside Reserve,Creswick - Clunes,
Herring Island,Richmond (South) - Cremorne,
Mosquito Creek Streamside Reserve,Gannawarra,3527.0
Nalangil Lake Reserve,Colac Surrounds,3241.0
Watta Wella I18 Bushland Reserve,Stawell,3374.0
Timboon I1 Bushland Reserve,Corangamite - South,3260.0
Greens Creek Streamside Reserve,Stawell,3374.0
Sandringham Jetty and Breakwater,Hampton,3186.0
Mount Talbot Scenic Reserve,Horsham Surrounds,
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Landsborough H30 Bushland Reserve,Avoca,3467.0
Cathcart Bushland Reserve,Ararat Surrounds,3373.0
Stawell H20 Bushland Reserve,Stawell,3374.0
Turpins Falls Scenic Reserve,Castlemaine Surrounds,3364.0
Hepburn Regional Park,Daylesford,3363.0
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
Mirampiram I38 Bushland Reserve,Nhill Region,3414.0
Backwater Morass Gippsland Lakes Reserve,Paynesville,3875.0
Walker Swamp Lake Reserve,Ararat Surrounds,3373.0
Curyo I295 Bushland Reserve,Buloke,3393.0
Bonanza Gully Historic Reserve,Orbost,3885.0
Great Western Lead mine Historic & Cultural Features Res.,Stawell,3374.0
Nurcoung Swamp Wildlife Reserve (hunting),West Wimmera,3318.0
Timor Nature Conservation Reserve,Maryborough Surrounds,3370.0
Wondoomarook I58 Bushland Reserve,Euroa,
Bullock Creek Streamside Reserve,Loddon,3463.0
Discovery Bay Coastal Park,Glenelg (Vic.),3292.0
Brooms Bushland Reserve,Numurkah,3635.0
Black Range Scenic Reserve,Ararat Surrounds,3373.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Rocky Waterholes Creek Streamside Reserve,Rutherglen,3687.0
Westgate Bushland Reserve,Ararat Surrounds,3373.0
Murchison - Rushworth rail line Nature Conservation Reserve,Shepparton Surrounds - West,3610.0
Dandenong Ranges National Park,Mount Dandenong - Olinda,3154.0
Balmattum Bushland Reserve,Euroa,
Wilsons Cave Reserve,Orbost,3885.0
Happy Valley School Historic Reserve,Golden Plains - North,3360.0
Bromley Bushland Reserve,Maryborough Surrounds,3370.0
Gunners Tank Bushland Reserve,Mildura Surrounds,3489.0
Otway Forest Park,Winchelsea,3240.0
Westgate Bushland Reserve,Ararat Surrounds,3373.0
"Red Gum Swamp, Jallumba Wildlife Reserve (hunting)",Horsham Surrounds,
Wonthaggi G243 Bushland Reserve,Wonthaggi - Inverloch,3925.0
Belfast C.R. Coastal Reserve,Moyne - West,3275.0
Yarrara Flora and Fauna Reserve,Mildura Surrounds,3489.0
Murrayville Bushland Reserve,Mildura Surrounds,3489.0
Port Fairy maritime complex Historic & Cultural Features Res.,Moyne - West,3275.0
Rye Pier,Point Nepean,3941.0
Hynams Bushland Reserve,Mildura Surrounds,3489.0
Kurth Kiln Regional Park,Yarra Valley,3139.0
Powelltown Bushland Reserve,Yarra Valley,3139.0
Balmoral Nature Conservation Reserve,Southern Grampians,3294.0
Gunbower National Park,Gannawarra,3527.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
"Woady Yallock River, Smythesdale Streamside Reserve",Golden Plains - North,3360.0
Great Otway National Park,Corangamite - South,3260.0
Nyerimilang Park Gippsland Lakes Reserve,Lakes Entrance,3903.0
Lilydale-Warburton Rail Trail,Wandin - Seville,3770.0
Jilpanger Nature Conservation Reserve,Horsham Surrounds,
Picnic Hill Bushland Reserve,Wandin - Seville,3770.0
Lake Natimuk and Natimuk Creek Lake Reserve,Horsham Surrounds,
Maryborough H58 Bushland Reserve,Maryborough Surrounds,3370.0
Dandenong Valley Parklands,Wantirna South,
Commeralghip Flora Reserve,Golden Plains - South,3328.0
Moormurng Flora and Fauna Reserve,Paynesville,3875.0
Kentbruck H50 Bushland Reserve,Glenelg (Vic.),3292.0
Moondarra State Park,Mount Baw Baw Region,3831.0
Tallageira Nature Conservation Reserve,West Wimmera,3318.0
Yatpool Flora Reserve,Mildura Surrounds,3489.0
Yarrangook Flora and Fauna Reserve,Nhill Region,3414.0
Olinda Golf Course,Mount Dandenong - Olinda,3154.0
Lake Connewarre Wildlife Reserve (hunting),Barwon Heads - Armstrong Creek,3217.0
Tutye Bushland Reserve,Mildura Surrounds,3489.0
Lower Maribyrnong Parklands,Avondale Heights,3034.0
Western Port Coastal Reserve (COM),Hastings - Somers,3915.0
Warby-Ovens National Park,Benalla Surrounds,3670.0
Mirampiram Flora Reserve,Nhill Region,3414.0
Warrandyte - Kinglake Nature Conservation Reserve,Panton Hill - St Andrews,3099.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Mitchell River National Park,Bruthen - Omeo,3699.0
Langwarrin Flora and Fauna Reserve,Langwarrin,3910.0
Woodstock Bushland Reserve,Bendigo Surrounds - South,
Crosbie Nature Conservation Reserve,Heathcote,
Ginquam I4 Bushland Reserve,Mildura Surrounds,3489.0
Kodoonong Bushland Reserve,Swan Hill Surrounds,3544.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Castlemaine Diggings National Heritage Park,Castlemaine,3450.0
Ravenhall Nature Conservation Reserve,Rockbank - Mount Cottrell,
Ridds Bushland Reserve,Stawell,3374.0
Cobboboonee Forest Park,Glenelg (Vic.),3292.0
Kurth Kiln Regional Park,Emerald - Cockatoo,3781.0
Concertina Rock Bushland Reserve,Nhill Region,3414.0
Bendigo Regional Park,Flora Hill - Spring Gully,
Jarvis Creek Plateau Regional Park,Towong,3700.0
Colquhoun Regional Park,Lakes Entrance,3903.0
Lyrebird Haunt Bushland Reserve,Mount Dandenong - Olinda,3154.0
French Island National Park,Wonthaggi - Inverloch,3925.0
Burnell I36 Bushland Reserve,Mildura Surrounds,3489.0
Harrow Bushland Reserve,West Wimmera,3318.0
Glenelg River (6) Streamside Reserve,Glenelg (Vic.),3292.0
Nalinga Streamside Reserve,Shepparton Surrounds - East,3633.0
Seaham Mine Bushland Reserve,Maryborough Surrounds,3370.0
Woodnaggerak Bushland Reserve,Beaufort,3468.0
Carraragarmungee H111 Bushland Reserve,Wangaratta Surrounds,3677.0
Bunding Streamside Reserve,Bacchus Marsh Surrounds,
Waitchie Tank Bushland Reserve,Swan Hill Surrounds,3544.0
Bambill Bushland Reserve,Mildura Surrounds,3489.0
Combienbar River Nature Conservation Reserve,Orbost,3885.0
Bendigo Regional Park,Maiden Gully,
Woorragee I93 Bushland Reserve,Chiltern - Indigo Valley,3683.0
Beechworth Historic Park,Beechworth,3747.0
Kooyoora State Park,Loddon,3463.0
Eppalock Education Area,Bendigo Surrounds - South,
Seaford Wetlands Natural Features Reserve,Seaford (Vic.),3198.0
Pelican Lake Wildlife Reserve (no hunting),Gannawarra,3527.0
Burke Streamside Reserve,Daylesford,3363.0
The Dardenelles Gippsland Lakes Reserve,Longford - Loch Sport,3852.0
Greater Bendigo National Park,Bendigo Surrounds - North,3556.0
Coal Creek Historic & Cultural Features Res.,Korumburra,3946.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Ondit N43 Lake Reserve,Colac Surrounds,3241.0
Proposed Murray River Park (part),Swan Hill Surrounds,3544.0
Pilchers Bridge Nature Conservation Reserve,Bendigo Surrounds - South,
Welshmans Reef Bushland Reserve,Castlemaine Surrounds,3364.0
Holey Plains State Park,Rosedale,3854.0
Holey Plains State Park,Rosedale,3854.0
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Slaughterhouse Creek Gippsland Lakes Reserve,Bruthen - Omeo,3699.0
Warby-Ovens National Park,Wangaratta Surrounds,3677.0
Bendigo Regional Park,California Gully - Eaglehawk,
Macedon Regional Park,Macedon,3440.0
Proposed Murray River Park (part),Numurkah,3635.0
Huntly Streamside Reserve,White Hills - Ascot,3550.0
Healesville G157 Bushland Reserve,Healesville - Yarra Glen,3775.0
Bung Bong Streamside Reserve,Avoca,3467.0
Tungamah Swamp Wildlife Reserve (hunting),Moira,3649.0
Phillip Island Nature Park,Phillip Island,3922.0
Tunstalls Nature Conservation Reserve,Maryborough Surrounds,3370.0
Bridgewater Bushland Reserve,Loddon,3463.0
Mittyack Bushland Reserve,Mildura Surrounds,3489.0
Glenorchy I5 Bushland Reserve,Stawell,3374.0
Natya Bushland Reserve,Swan Hill Surrounds,3544.0
"Campaspe River, Axedale Streamside Reserve",Heathcote,
Ex-HMAS Canberra Recreation Reserve,Ocean Grove,3222.0
Bendigo Creek Streamside Reserve,White Hills - Ascot,3550.0
Lake Omeo Lake Reserve,Bruthen - Omeo,3699.0
Watchem I120 Bushland Reserve,Buloke,3393.0
Habys Swamp Wildlife Reserve (hunting),Nhill Region,3414.0
Switzerland Range Nature Conservation Reserve,Yea,3660.0
Dalyenong Nature Conservation Reserve,St Arnaud,3465.0
Kamarooka Bushland Reserve,Bendigo Surrounds - North,3556.0
Woodend I13 Bushland Reserve,Woodend,3458.0
Ellesmere Bushland Reserve,Bendigo Surrounds - North,3556.0
Nagwarry H19 Bushland Reserve,Glenelg (Vic.),3292.0
St Arnaud Regional Park,St Arnaud,3465.0
Logans Lake Lake Reserve,Corangamite - North,3251.0
Boola Boloke Bushland Reserve,St Arnaud,3465.0
Shepparton Regional Park,Shepparton Surrounds - West,3610.0
Patho Plains Railway Nature Conservation Reserve,Lockington - Gunbower,3562.0
Proposed Murray River Park (part),Rutherglen,3687.0
Fiddlers Green Bushland Reserve,Mount Dandenong - Olinda,3154.0
Bendigo Regional Park,California Gully - Eaglehawk,
Heathcote-Graytown National Park,Heathcote,
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Seaspray Reserves,Longford - Loch Sport,3852.0
Gunyah Rainforest Scenic Reserve,Foster,3957.0
Cowangie Bushland Reserve,Mildura Surrounds,3489.0
French Island National Park,French Island,3921.0
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Monaghans Bushland Reserve,Stawell,3374.0
Wemen Flora and Fauna Reserve,Swan Hill Surrounds,3544.0
Discovery Bay Coastal Park,Glenelg (Vic.),3292.0
Devilbend Natural Features Reserve,Flinders,3916.0
Box Flat Bushland Reserve,Swan Hill Surrounds,3544.0
Nuggety East Bushland Reserve,Castlemaine Surrounds,3364.0
Quambatook Bushland Reserve,Gannawarra,3527.0
Ararat (Heath St) Bushland Reserve,Ararat,
Mount Wills Historic Area,Bruthen - Omeo,3699.0
Murrayville Bushland Reserve,Mildura Surrounds,3489.0
Dalyenong West Nature Conservation Reserve,St Arnaud,3465.0
Shepparton Regional Park,Kialla,
Waanyarra Nature Conservation Reserve,Loddon,3463.0
Chinkapook North Bushland Reserve,Swan Hill Surrounds,3544.0
Lake Corangamite Lake Reserve,Corangamite - North,3251.0
Dergholm State Park,West Wimmera,3318.0
Cardinia Creek Nature Conservation Reserve,Beaconsfield - Officer,3808.0
Woodstock H68 Bushland Reserve,Loddon,3463.0
Jawbone Flora and Fauna Reserve,Williamstown,3016.0
Rowan Swamp Wildlife Reserve (hunting),Moira,3649.0
Macedon Regional Park,Macedon,3440.0
Lyons H12 Bushland Reserve,Glenelg (Vic.),3292.0
Rushworth - Colbinabbin rail line (VicTrack) Bushland Reserve,Rushworth,3523.0
Wongarra Bushland Reserve,Otway,3233.0
Marmal H1 Bushland Reserve,Loddon,3463.0
Annuello Flora and Fauna Reserve,Mildura Surrounds,3489.0
Big Desert Wilderness Park,Mildura Surrounds,3489.0
Kurth Kiln Regional Park,Yarra Valley,3139.0
Mount Wills Historic Area,Bruthen - Omeo,3699.0
River Murray Reserve,Rutherglen,3687.0
Macleod Morass Wildlife Reserve (hunting),Bairnsdale,
Murrawong Bushland Reserve,Nhill Region,3414.0
Kennedy Gully Streamside Reserve,Daylesford,3363.0
Errinundra National Park,Orbost,3885.0
Muckleford South Bushland Reserve,Castlemaine Surrounds,3364.0
Whitehorse Bushland Reserve,Yarriambiack,3385.0
Pilchers Bridge Nature Conservation Reserve,Bendigo Surrounds - South,
Otway Forest Park,Otway,3233.0
Mount Arapiles-Tooan State Park,Horsham Surrounds,
Maldon Historic Reserve,Castlemaine Surrounds,3364.0
Baring I253 Bushland Reserve,Mildura Surrounds,3489.0
Frankston Nature Conservation Reserve,Frankston South,
Melton Gilgai Woodlands Nature Conservation Reserve,Melton West,
Woolsthorpe Nature Conservation Reserve,Moyne - East,3265.0
